school,school_setting,school_type,classroom,teaching_method,n_student,student_id,gender,lunch,pretest,posttest,school_encoded,school_setting_encoded,school_type_encoded,classroom_encoded,teaching_method_encoded,student_id_encoded,gender_encoded,lunch_encoded
KZKKE,Rural,Public,QTU,Standard,23.0,R8HW2,Male,Qualifies for reduced/free lunch,30.0,44.0,11,0,1,68,1,1517,1,1
KZKKE,Rural,Public,QTU,Standard,23.0,TF7O6,Male,Qualifies for reduced/free lunch,34.0,41.0,11,0,1,68,1,1646,1,1
KZKKE,Rural,Public,QTU,Standard,23.0,UW2F0,Male,Qualifies for reduced/free lunch,29.0,43.0,11,0,1,68,1,1731,1,1
KZKKE,Rural,Public,QTU,Standard,23.0,VM3EU,Male,Qualifies for reduced/free lunch,31.0,47.0,11,0,1,68,1,1766,1,1
KZKKE,Rural,Public,QTU,Standard,23.0,Y2WEZ,Female,Qualifies for reduced/free lunch,36.0,45.0,11,0,1,68,1,1884,0,1
LAYPA,Rural,Public,AJ1,Standard,21.0,3Z4RO,Female,Does not qualify,65.0,76.0,12,0,1,30,1,219,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,7QTEC,Female,Does not qualify,66.0,69.0,12,0,1,30,1,427,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,AP72E,Female,Does not qualify,58.0,70.0,12,0,1,30,1,577,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,DH9JM,Female,Does not qualify,67.0,79.0,12,0,1,30,1,752,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,ETID2,Male,Does not qualify,60.0,70.0,12,0,1,30,1,817,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,F4UXX,Male,Does not qualify,59.0,69.0,12,0,1,30,1,834,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,FZS9D,Female,Does not qualify,58.0,71.0,12,0,1,30,1,882,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,G9G77,Male,Does not qualify,62.0,74.0,12,0,1,30,1,900,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,JW2EJ,Male,Does not qualify,60.0,68.0,12,0,1,30,1,1111,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,RL650,Female,Does not qualify,59.0,70.0,12,0,1,30,1,1541,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,RNSGC,Male,Does not qualify,63.0,70.0,12,0,1,30,1,1546,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,S2YL9,Male,Does not qualify,57.0,67.0,12,0,1,30,1,1570,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,T777S,Female,Does not qualify,58.0,70.0,12,0,1,30,1,1633,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,T9G1Q,Male,Does not qualify,58.0,71.0,12,0,1,30,1,1638,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,TZZPN,Male,Does not qualify,65.0,71.0,12,0,1,30,1,1676,1,0
LAYPA,Rural,Public,AJ1,Standard,21.0,UE2TY,Female,Does not qualify,67.0,74.0,12,0,1,30,1,1702,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,VKIEK,Female,Does not qualify,66.0,72.0,12,0,1,30,1,1761,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,VLB5M,Female,Does not qualify,63.0,72.0,12,0,1,30,1,1763,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,XM0J9,Female,Does not qualify,59.0,73.0,12,0,1,30,1,1868,0,0
LAYPA,Rural,Public,AJ1,Standard,21.0,YAHWM,Male,Does not qualify,64.0,73.0,12,0,1,30,1,1897,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,24PRY,Male,Does not qualify,62.0,71.0,12,0,1,51,1,130,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,AEGY3,Female,Does not qualify,53.0,71.0,12,0,1,51,1,564,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,BH0EA,Male,Does not qualify,56.0,71.0,12,0,1,51,1,633,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,DNFA3,Female,Does not qualify,66.0,72.0,12,0,1,51,1,761,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,E794Z,Male,Does not qualify,65.0,72.0,12,0,1,51,1,787,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,FD8K3,Female,Does not qualify,60.0,75.0,12,0,1,51,1,848,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,GWG8B,Male,Does not qualify,59.0,67.0,12,0,1,51,1,937,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,H1F9J,Male,Does not qualify,60.0,70.0,12,0,1,51,1,952,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,IQ0AV,Male,Does not qualify,63.0,72.0,12,0,1,51,1,1041,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,KJB8T,Female,Does not qualify,62.0,73.0,12,0,1,51,1,1155,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,LKLZR,Female,Does not qualify,66.0,71.0,12,0,1,51,1,1200,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,P8278,Female,Does not qualify,56.0,63.0,12,0,1,51,1,1410,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,POKHM,Female,Does not qualify,60.0,71.0,12,0,1,51,1,1433,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,QW175,Female,Does not qualify,59.0,69.0,12,0,1,51,1,1496,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,VF28H,Male,Does not qualify,54.0,65.0,12,0,1,51,1,1753,1,0
LAYPA,Rural,Public,J8J,Standard,19.0,W9FKB,Female,Does not qualify,61.0,70.0,12,0,1,51,1,1800,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,X5W90,Female,Does not qualify,60.0,66.0,12,0,1,51,1,1840,0,0
LAYPA,Rural,Public,J8J,Standard,19.0,YZVDZ,Female,Does not qualify,60.0,70.0,12,0,1,51,1,1939,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,4SU16,Male,Does not qualify,65.0,82.0,12,0,1,69,0,271,1,0
LAYPA,Rural,Public,RA5,Experimental,17.0,6M3HN,Male,Does not qualify,66.0,82.0,12,0,1,69,0,357,1,0
LAYPA,Rural,Public,RA5,Experimental,17.0,7Q9LQ,Female,Does not qualify,67.0,83.0,12,0,1,69,0,423,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,CES33,Female,Does not qualify,68.0,84.0,12,0,1,69,0,691,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,FMADC,Male,Does not qualify,63.0,74.0,12,0,1,69,0,859,1,0
LAYPA,Rural,Public,RA5,Experimental,17.0,GF6MA,Female,Does not qualify,63.0,80.0,12,0,1,69,0,908,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,GOPGB,Male,Does not qualify,56.0,72.0,12,0,1,69,0,924,1,0
LAYPA,Rural,Public,RA5,Experimental,17.0,I115S,Female,Does not qualify,60.0,78.0,12,0,1,69,0,1004,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,JFR4G,Male,Does not qualify,63.0,81.0,12,0,1,69,0,1076,1,0
LAYPA,Rural,Public,RA5,Experimental,17.0,O0CCH,Female,Does not qualify,65.0,80.0,12,0,1,69,0,1343,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,PPU2J,Male,Does not qualify,68.0,80.0,12,0,1,69,0,1434,1,0
LAYPA,Rural,Public,RA5,Experimental,17.0,PTA70,Female,Does not qualify,64.0,79.0,12,0,1,69,0,1440,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,R0Z5D,Female,Does not qualify,65.0,79.0,12,0,1,69,0,1507,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,X916N,Male,Does not qualify,67.0,83.0,12,0,1,69,0,1845,1,0
LAYPA,Rural,Public,RA5,Experimental,17.0,XQ69V,Female,Does not qualify,62.0,80.0,12,0,1,69,0,1872,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,YU9XI,Female,Does not qualify,63.0,83.0,12,0,1,69,0,1929,0,0
LAYPA,Rural,Public,RA5,Experimental,17.0,Z1ZME,Female,Does not qualify,67.0,78.0,12,0,1,69,0,1940,0,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,9N9B1,Female,Qualifies for reduced/free lunch,56.0,71.0,13,0,1,19,0,525,0,1
OJOBU,Rural,Public,5SZ,Experimental,17.0,CDRUO,Female,Does not qualify,62.0,77.0,13,0,1,19,0,688,0,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,DBWEY,Male,Does not qualify,63.0,77.0,13,0,1,19,0,745,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,DOV3H,Male,Does not qualify,58.0,79.0,13,0,1,19,0,763,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,EL1BK,Male,Does not qualify,61.0,78.0,13,0,1,19,0,805,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,EXWEA,Male,Does not qualify,65.0,78.0,13,0,1,19,0,823,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,HWJG5,Male,Qualifies for reduced/free lunch,58.0,72.0,13,0,1,19,0,994,1,1
OJOBU,Rural,Public,5SZ,Experimental,17.0,K1FZT,Male,Does not qualify,61.0,80.0,13,0,1,19,0,1124,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,KGZK8,Male,Does not qualify,67.0,84.0,13,0,1,19,0,1152,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,N4AJE,Male,Does not qualify,58.0,78.0,13,0,1,19,0,1295,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,PQFNG,Male,Does not qualify,62.0,78.0,13,0,1,19,0,1436,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,SYCX7,Male,Does not qualify,65.0,78.0,13,0,1,19,0,1616,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,VZ1NV,Female,Does not qualify,63.0,81.0,13,0,1,19,0,1783,0,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,W6HC7,Male,Does not qualify,62.0,77.0,13,0,1,19,0,1795,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,WLJYG,Male,Does not qualify,62.0,82.0,13,0,1,19,0,1815,1,0
OJOBU,Rural,Public,5SZ,Experimental,17.0,ZVM0Q,Female,Does not qualify,60.0,81.0,13,0,1,19,0,1981,0,0
OJOBU,Rural,Public,6U9,Standard,22.0,16CA3,Female,Does not qualify,50.0,60.0,13,0,1,23,1,70,0,0
OJOBU,Rural,Public,6U9,Standard,22.0,2XO1P,Male,Does not qualify,47.0,62.0,13,0,1,23,1,164,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,74C33,Male,Does not qualify,48.0,58.0,13,0,1,23,1,393,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,BIN4L,Female,Does not qualify,50.0,59.0,13,0,1,23,1,638,0,0
OJOBU,Rural,Public,6U9,Standard,22.0,BNGRW,Female,Does not qualify,48.0,58.0,13,0,1,23,1,643,0,0
OJOBU,Rural,Public,6U9,Standard,22.0,BZZOL,Male,Does not qualify,48.0,60.0,13,0,1,23,1,669,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,E2AAO,Male,Does not qualify,44.0,56.0,13,0,1,23,1,783,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,IAKEV,Male,Does not qualify,51.0,60.0,13,0,1,23,1,1021,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,KG40V,Female,Does not qualify,53.0,62.0,13,0,1,23,1,1149,0,0
OJOBU,Rural,Public,6U9,Standard,22.0,MBLOL,Male,Does not qualify,47.0,55.0,13,0,1,23,1,1236,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,MESP7,Female,Does not qualify,46.0,50.0,13,0,1,23,1,1240,0,0
OJOBU,Rural,Public,6U9,Standard,22.0,N6JN2,Female,Qualifies for reduced/free lunch,50.0,53.0,13,0,1,23,1,1296,0,1
OJOBU,Rural,Public,6U9,Standard,22.0,O9YAY,Female,Does not qualify,53.0,59.0,13,0,1,23,1,1362,0,0
OJOBU,Rural,Public,6U9,Standard,22.0,OQBYX,Male,Does not qualify,47.0,58.0,13,0,1,23,1,1388,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,QPY1S,Male,Does not qualify,45.0,57.0,13,0,1,23,1,1486,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,RDYAU,Male,Does not qualify,49.0,60.0,13,0,1,23,1,1527,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,RQT3M,Male,Does not qualify,45.0,56.0,13,0,1,23,1,1547,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,TSOM0,Male,Does not qualify,47.0,58.0,13,0,1,23,1,1673,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,V2JU6,Male,Does not qualify,49.0,68.0,13,0,1,23,1,1741,1,0
OJOBU,Rural,Public,6U9,Standard,22.0,WR4NN,Male,Does not qualify,44.0,54.0,13,0,1,23,1,1822,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,3ZUP5,Male,Does not qualify,60.0,70.0,13,0,1,40,1,221,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,4AV4I,Male,Does not qualify,55.0,68.0,13,0,1,40,1,235,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,4SQKQ,Male,Does not qualify,59.0,68.0,13,0,1,40,1,270,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,50MY6,Male,Does not qualify,60.0,71.0,13,0,1,40,1,282,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,6I95C,Male,Does not qualify,64.0,76.0,13,0,1,40,1,351,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,7IRLR,Female,Does not qualify,62.0,74.0,13,0,1,40,1,409,0,0
OJOBU,Rural,Public,FS3,Standard,19.0,A0IVI,Male,Does not qualify,63.0,71.0,13,0,1,40,1,543,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,AJN0V,Male,Does not qualify,60.0,66.0,13,0,1,40,1,570,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,GVD77,Male,Does not qualify,58.0,68.0,13,0,1,40,1,936,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,I618Z,Female,Does not qualify,61.0,72.0,13,0,1,40,1,1014,0,0
OJOBU,Rural,Public,FS3,Standard,19.0,J2AQX,Female,Does not qualify,62.0,73.0,13,0,1,40,1,1059,0,0
OJOBU,Rural,Public,FS3,Standard,19.0,KC6W4,Male,Does not qualify,59.0,72.0,13,0,1,40,1,1140,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,LASVX,Male,Qualifies for reduced/free lunch,57.0,73.0,13,0,1,40,1,1186,1,1
OJOBU,Rural,Public,FS3,Standard,19.0,QUDKL,Female,Qualifies for reduced/free lunch,66.0,72.0,13,0,1,40,1,1492,0,1
OJOBU,Rural,Public,FS3,Standard,19.0,RFA8S,Male,Does not qualify,61.0,71.0,13,0,1,40,1,1529,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,V81SU,Female,Qualifies for reduced/free lunch,55.0,68.0,13,0,1,40,1,1747,0,1
OJOBU,Rural,Public,FS3,Standard,19.0,VXJGW,Male,Does not qualify,57.0,68.0,13,0,1,40,1,1780,1,0
OJOBU,Rural,Public,FS3,Standard,19.0,WMMW4,Female,Does not qualify,58.0,68.0,13,0,1,40,1,1816,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,1VMNH,Male,Does not qualify,59.0,66.0,13,0,1,87,1,116,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,49F3U,Male,Does not qualify,62.0,69.0,13,0,1,87,1,234,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,6QWJK,Male,Qualifies for reduced/free lunch,53.0,62.0,13,0,1,87,1,367,1,1
OJOBU,Rural,Public,XJ8,Standard,23.0,8TE8Y,Female,Does not qualify,52.0,70.0,13,0,1,87,1,488,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,AC5BK,Female,Does not qualify,63.0,73.0,13,0,1,87,1,561,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,AD5OK,Male,Qualifies for reduced/free lunch,55.0,62.0,13,0,1,87,1,562,1,1
OJOBU,Rural,Public,XJ8,Standard,23.0,AFWCA,Male,Does not qualify,56.0,67.0,13,0,1,87,1,565,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,CXMKS,Male,Does not qualify,57.0,67.0,13,0,1,87,1,726,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,DKUQ5,Male,Qualifies for reduced/free lunch,54.0,63.0,13,0,1,87,1,756,1,1
OJOBU,Rural,Public,XJ8,Standard,23.0,E9UFB,Male,Does not qualify,59.0,62.0,13,0,1,87,1,790,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,GK7UQ,Male,Does not qualify,59.0,71.0,13,0,1,87,1,919,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,I93O1,Female,Qualifies for reduced/free lunch,55.0,66.0,13,0,1,87,1,1018,0,1
OJOBU,Rural,Public,XJ8,Standard,23.0,ILXQY,Female,Does not qualify,53.0,68.0,13,0,1,87,1,1038,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,KZPFA,Female,Does not qualify,57.0,67.0,13,0,1,87,1,1171,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,LJSMA,Male,Does not qualify,61.0,67.0,13,0,1,87,1,1195,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,MASAB,Female,Does not qualify,57.0,69.0,13,0,1,87,1,1235,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,MF1NR,Male,Does not qualify,60.0,65.0,13,0,1,87,1,1243,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,PYKYM,Female,Does not qualify,58.0,74.0,13,0,1,87,1,1448,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,UCM5B,Female,Does not qualify,59.0,68.0,13,0,1,87,1,1700,0,0
OJOBU,Rural,Public,XJ8,Standard,23.0,W1EY9,Male,Does not qualify,58.0,66.0,13,0,1,87,1,1784,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,YGARH,Male,Does not qualify,59.0,68.0,13,0,1,87,1,1906,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,YPXKI,Male,Does not qualify,58.0,74.0,13,0,1,87,1,1919,1,0
OJOBU,Rural,Public,XJ8,Standard,23.0,ZGDQE,Male,Does not qualify,56.0,62.0,13,0,1,87,1,1961,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,1X4LE,Female,Does not qualify,44.0,57.0,14,2,1,2,0,117,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,3K8VB,Female,Does not qualify,43.0,61.0,14,2,1,2,0,201,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,4FOOR,Male,Does not qualify,45.0,57.0,14,2,1,2,0,242,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,6F38N,Male,Does not qualify,44.0,58.0,14,2,1,2,0,348,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,6V19X,Male,Does not qualify,47.0,64.0,14,2,1,2,0,375,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,7LULA,Male,Qualifies for reduced/free lunch,42.0,66.0,14,2,1,2,0,414,1,1
QOQTS,Urban,Public,0N7,Experimental,28.0,9E26H,Female,Does not qualify,46.0,68.0,14,2,1,2,0,515,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,A4B5Z,Female,Does not qualify,39.0,60.0,14,2,1,2,0,549,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,BWHHF,Male,Does not qualify,39.0,61.0,14,2,1,2,0,660,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,CPQZ5,Female,Qualifies for reduced/free lunch,42.0,56.0,14,2,1,2,0,711,0,1
QOQTS,Urban,Public,0N7,Experimental,28.0,CWNPG,Male,Does not qualify,40.0,60.0,14,2,1,2,0,724,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,EZVOU,Female,Does not qualify,43.0,59.0,14,2,1,2,0,826,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,FTOMN,Female,Does not qualify,44.0,60.0,14,2,1,2,0,868,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,G0DSR,Female,Does not qualify,45.0,60.0,14,2,1,2,0,884,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,GPNQZ,Female,Does not qualify,48.0,60.0,14,2,1,2,0,926,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,GRB8C,Male,Does not qualify,43.0,59.0,14,2,1,2,0,927,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,JVF58,Female,Does not qualify,43.0,59.0,14,2,1,2,0,1109,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,L9CIM,Female,Does not qualify,43.0,63.0,14,2,1,2,0,1182,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,LZDOV,Male,Does not qualify,50.0,63.0,14,2,1,2,0,1214,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,OSXFO,Female,Does not qualify,39.0,61.0,14,2,1,2,0,1391,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,OV3PC,Male,Does not qualify,47.0,63.0,14,2,1,2,0,1392,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,PUJFV,Female,Does not qualify,49.0,68.0,14,2,1,2,0,1442,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,SGVTD,Female,Does not qualify,41.0,59.0,14,2,1,2,0,1596,0,0
QOQTS,Urban,Public,0N7,Experimental,28.0,VVHRQ,Female,Qualifies for reduced/free lunch,47.0,57.0,14,2,1,2,0,1776,0,1
QOQTS,Urban,Public,0N7,Experimental,28.0,W217G,Male,Does not qualify,47.0,61.0,14,2,1,2,0,1787,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,WHJQO,Male,Does not qualify,44.0,59.0,14,2,1,2,0,1808,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,XIV97,Male,Does not qualify,46.0,59.0,14,2,1,2,0,1861,1,0
QOQTS,Urban,Public,0N7,Experimental,28.0,YGGJT,Male,Does not qualify,45.0,64.0,14,2,1,2,0,1908,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,5884X,Female,Does not qualify,50.0,61.0,14,2,1,15,1,290,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,9TCBM,Female,Does not qualify,54.0,60.0,14,2,1,15,1,534,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,A8L7P,Female,Does not qualify,50.0,61.0,14,2,1,15,1,555,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,BOMPO,Female,Does not qualify,46.0,60.0,14,2,1,15,1,645,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,BZG06,Male,Does not qualify,51.0,63.0,14,2,1,15,1,666,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,CE7P3,Male,Does not qualify,49.0,59.0,14,2,1,15,1,690,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,FIGCP,Female,Does not qualify,51.0,54.0,14,2,1,15,1,856,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,G8C0U,Female,Does not qualify,46.0,54.0,14,2,1,15,1,898,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,J39HG,Female,Does not qualify,48.0,61.0,14,2,1,15,1,1060,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,J46NP,Female,Does not qualify,54.0,64.0,14,2,1,15,1,1062,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,K58CZ,Male,Does not qualify,51.0,59.0,14,2,1,15,1,1129,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,LJWJ5,Female,Does not qualify,53.0,57.0,14,2,1,15,1,1196,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,N8UTT,Male,Does not qualify,51.0,58.0,14,2,1,15,1,1300,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,OXLY0,Male,Does not qualify,50.0,61.0,14,2,1,15,1,1393,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,PY1GY,Male,Does not qualify,49.0,56.0,14,2,1,15,1,1447,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,T61LX,Male,Does not qualify,53.0,61.0,14,2,1,15,1,1631,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,T94QN,Male,Does not qualify,49.0,55.0,14,2,1,15,1,1637,1,0
QOQTS,Urban,Public,3XJ,Standard,24.0,WUC3P,Female,Does not qualify,49.0,56.0,14,2,1,15,1,1826,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,XILO8,Female,Does not qualify,45.0,58.0,14,2,1,15,1,1860,0,0
QOQTS,Urban,Public,3XJ,Standard,24.0,ZUFG3,Female,Does not qualify,46.0,58.0,14,2,1,15,1,1979,0,0
QOQTS,Urban,Public,RK7,Standard,22.0,0MXW8,Male,Does not qualify,53.0,58.0,14,2,1,70,1,34,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,0VLI0,Male,Does not qualify,49.0,58.0,14,2,1,70,1,46,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,1MUNN,Male,Does not qualify,55.0,61.0,14,2,1,70,1,101,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,64P1X,Male,Does not qualify,53.0,63.0,14,2,1,70,1,336,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,6S1RB,Male,Does not qualify,47.0,55.0,14,2,1,70,1,369,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,8KXVK,Male,Does not qualify,50.0,61.0,14,2,1,70,1,476,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,9PPQ2,Male,Does not qualify,50.0,61.0,14,2,1,70,1,529,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,9TOAI,Female,Does not qualify,50.0,61.0,14,2,1,70,1,536,0,0
QOQTS,Urban,Public,RK7,Standard,22.0,A8OCT,Male,Does not qualify,49.0,56.0,14,2,1,70,1,556,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,F41NC,Female,Does not qualify,52.0,60.0,14,2,1,70,1,832,0,0
QOQTS,Urban,Public,RK7,Standard,22.0,GC32I,Male,Does not qualify,49.0,60.0,14,2,1,70,1,902,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,JVQOT,Male,Does not qualify,46.0,57.0,14,2,1,70,1,1110,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,L5MKI,Female,Does not qualify,50.0,62.0,14,2,1,70,1,1179,0,0
QOQTS,Urban,Public,RK7,Standard,22.0,N1ZJX,Male,Does not qualify,52.0,61.0,14,2,1,70,1,1285,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,O3INT,Female,Does not qualify,48.0,66.0,14,2,1,70,1,1347,0,0
QOQTS,Urban,Public,RK7,Standard,22.0,P7B9V,Female,Does not qualify,47.0,51.0,14,2,1,70,1,1408,0,0
QOQTS,Urban,Public,RK7,Standard,22.0,RAAGQ,Female,Does not qualify,54.0,64.0,14,2,1,70,1,1520,0,0
QOQTS,Urban,Public,RK7,Standard,22.0,RDSJZ,Male,Does not qualify,52.0,60.0,14,2,1,70,1,1526,1,0
QOQTS,Urban,Public,RK7,Standard,22.0,Y0SC0,Male,Does not qualify,49.0,60.0,14,2,1,70,1,1881,1,0
QOQTS,Urban,Public,SUR,Standard,28.0,0ATHH,Male,Does not qualify,59.0,66.0,14,2,1,75,1,16,1,0
QOQTS,Urban,Public,SUR,Standard,28.0,5F3AB,Female,Does not qualify,51.0,58.0,14,2,1,75,1,303,0,0
QOQTS,Urban,Public,SUR,Standard,28.0,6B3YQ,Female,Does not qualify,55.0,64.0,14,2,1,75,1,343,0,0
